Date,Revenue,Year,Month,rolling_mean,rolling_std
2020-05-22,-0.33273651199999943,0.0,0.0,-0.0140337098666663,0.0020707032838120365
2020-05-23,0.3541283159999997,0.0,0.0,0.011397562266666661,-0.0024024635754361645
2020-05-24,-0.47717974399999985,0.0,0.0,0.023984466199999943,-0.04766617466551493
2020-05-25,0.035899393000000224,0.0,0.0,-0.011782195299999465,0.006541021718572848
2020-05-26,-0.47966396300000014,0.0,0.0,-0.013877540100000196,0.02322346482540788
2020-05-27,-0.4772507880000001,0.0,0.0,-0.06404337763333334,0.04991004290731088
2020-05-28,-0.1945729949999997,0.0,0.0,-0.04722215650000017,0.07109204073349812
2020-05-29,0.9305784319999999,0.0,0.0,-0.025391872533333526,0.0038283767107432087
2020-05-30,-0.9073550880000001,0.0,0.0,-0.03911565950000018,0.05404984351697595
2020-05-31,1.2097205459999998,0.0,0.0,0.0005093058333329736,-0.00010057346532532652
2020-06-01,-1.4482286799999997,0.0,1.0,-0.03554992153333281,0.059829431627787644
2020-06-02,0.7209975159999997,0.0,0.0,-0.028038033466667223,0.016043206554941403
2020-06-03,-1.067434189,0.0,0.0,-0.07307298806666562,0.07594586525675229
2020-06-04,0.6617055560000003,0.0,0.0,-0.04390929409999966,0.0254354883675586
2020-06-05,-0.33668949200000053,0.0,0.0,-0.0630430269333333,0.034793051293633526
2020-06-06,-0.31491361999999956,0.0,0.0,-0.07082490710000133,0.04879659250045776
2020-06-07,-0.2251454620000004,0.0,0.0,-0.09933679446666588,0.030990591527201183
2020-06-08,1.0018206270000007,0.0,0.0,-0.042567917200000416,0.0019423547331141044
2020-06-09,-0.6700443510000005,0.0,0.0,-0.07705680840000007,0.011851753920524954
2020-06-10,-0.011434600000000295,0.0,0.0,-0.07912334513333263,0.0031163674855122503
2020-06-11,0.8486658380000005,0.0,0.0,-0.05387176943333394,-0.03186709881433214
2020-06-12,-0.1558396670000004,0.0,0.0,-0.053987792666666756,-0.026445837444558196
2020-06-13,0.4157527769999998,0.0,0.0,-0.05368908370000014,-0.059741887642983604
2020-06-14,0.4004919350000007,0.0,0.0,-0.026226903766665366,-0.03196060943275536
2020-06-15,-0.6546149020000005,0.0,0.0,-0.03786989800000118,-0.023955348403618903
2020-06-16,-0.36775373799999933,0.0,0.0,-0.02209333989999962,0.00400110725699887
2020-06-17,-0.10210898800000034,0.0,0.0,-0.058831150533333876,-0.03115457461884763
2020-06-18,0.8399367179999997,0.0,0.0,-0.015857272366666564,-0.014236642386650122
2020-06-19,-1.0171551809999997,0.0,0.0,-0.051795096533333584,-0.012046515891903753
2020-06-20,-0.18334360299999997,0.0,0.0,-0.06679226363333246,-0.026658877439756812
2020-06-21,0.19069495000000014,0.0,0.0,-0.049344548233333896,-0.01936527951532785
2020-06-22,-0.48395790500000047,0.0,0.0,-0.07728075560000036,-0.031388605410784365
2020-06-23,0.4218451650000006,0.0,0.0,-0.04731325863333247,-0.02305320656278087
2020-06-24,-0.702288952,0.0,0.0,-0.07191953680000118,0.00016490240968214387
2020-06-25,0.52956453,0.0,0.0,-0.03827858703333309,-0.0055316383704205885
2020-06-26,-0.13885507000000086,0.0,0.0,-0.026998729766666507,0.009700195810396384
2020-06-27,0.11431960500000038,0.0,0.0,-0.01670230976666609,0.006466323851727407
2020-06-28,0.2621000699999998,0.0,0.0,-0.03898492183333335,-0.029329632094366453
2020-06-29,0.558691681,0.0,0.0,0.009883303799999688,0.004634458806103581
2020-06-30,-0.2693867540000001,0.0,0.0,-0.03942027286666683,-0.05713688916634585
2020-07-01,0.25984109400000044,0.0,1.0,0.017515386266667043,0.0054972509984506646
2020-07-02,-0.04429337599999972,0.0,0.0,-0.007994310133332405,-0.00806553137280902
2020-07-03,-0.25788606200000075,0.0,0.0,0.018990627433331575,-0.007361271600251074
2020-07-04,0.355735267,0.0,0.0,0.00879161780000004,0.005797720981986498
2020-07-05,-0.4058368879999996,0.0,0.0,0.006486704600001225,-0.000921660567200111
2020-07-06,-0.05536972099999993,0.0,0.0,0.015138167900000887,-0.008481687540467242
2020-07-07,0.6223352479999997,0.0,0.0,0.043387524899999086,-0.008838707657350453
2020-07-08,-0.5377938699999998,0.0,0.0,-0.00793295833333385,-0.0020894115442567918
2020-07-09,0.3128139939999999,0.0,0.0,0.024828986500000205,-0.0036580453329217444
2020-07-10,-0.6517356879999996,0.0,0.0,0.003485616900000821,-0.003193188623911769
2020-07-11,0.45324370199999997,0.0,0.0,-0.00969512096666758,-0.00524582724364564
2020-07-12,0.2305051649999994,0.0,0.0,0.0031830401000005892,0.0020188218628268695
2020-07-13,-0.6276030009999998,0.0,0.0,-0.031595485833333825,-0.013696938818123727
2020-07-14,0.4297576010000004,0.0,0.0,-0.030619963633333747,-0.047604917724134055
2020-07-15,-0.7191216790000006,0.0,0.0,-0.032770189533333216,0.0015736512532494307
2020-07-16,0.6554499390000004,0.0,0.0,0.0013365997000001073,0.0004853716426645449
2020-07-17,-0.2653803760000004,0.0,0.0,-0.004105779900000606,0.0004372469564199455
2020-07-18,0.44987956100000037,0.0,0.0,-0.017107685133332495,-0.02799218492534561
2020-07-19,0.2506301740000003,0.0,0.0,0.025151826700000157,0.015450797209131062
2020-07-20,0.35127592100000005,0.0,0.0,0.04297247749999933,0.030382782047618018
2020-07-21,-0.3104511610000005,0.0,0.0,0.026267607133333648,0.011627169904235235
2020-07-22,-0.4868372809999997,0.0,0.0,0.026171627933334385,-0.021173995254100908
2020-07-23,-0.38336086199999997,0.0,0.0,-0.0006685729666680018,0.0005435591244264959
2020-07-24,0.3767533279999995,0.0,0.0,0.03529950303333429,-0.04740975316008794
2020-07-25,0.5418508129999999,0.0,0.0,0.03570904579999912,-0.00028038351827441854
2020-07-26,-0.5942517169999997,0.0,0.0,0.020529157566667067,-0.024018628507378903
2020-07-27,0.22302650600000007,0.0,0.0,0.024152720933333427,-0.01901822638807288
2020-07-28,0.5647472420000001,0.0,0.0,0.03424095999999999,0.014395384846783377
2020-07-29,-0.22079887599999992,0.0,0.0,0.008257941433332583,0.007090921018527707
2020-07-30,0.02122385099999935,0.0,0.0,0.017944961600001363,0.0077129146980411956
2020-07-31,0.7213481500000007,0.0,0.0,0.03332853013333281,0.05560236143135411
2020-08-01,-0.3913328180000004,0.0,1.0,0.021760548733332996,0.01970189350789714
2020-08-02,0.11397384600000038,0.0,0.0,0.034155879000000944,0.021361587388768477
2020-08-03,-0.7070683580000008,0.0,0.0,-0.001270908500000445,-0.00020987334051836282
2020-08-04,0.8253618090000003,0.0,0.0,0.039769048066665924,0.023520910377838267
2020-08-05,-0.369467631,0.0,0.0,0.02929911773333327,0.0009529795214030523
2020-08-06,-1.0150936760000002,0.0,0.0,-0.025281846399998642,0.010097754696464623
2020-08-07,0.7326932250000002,0.0,0.0,0.017067723433332738,-0.0030239247270876235
2020-08-08,-0.6010806439999996,0.0,0.0,-0.01339543116666686,0.006571008832373992
2020-08-09,0.3766407909999998,0.0,0.0,0.02088378479999964,-0.01677001048713006
2020-08-10,-0.9082078870000005,0.0,0.0,-0.024497934833333623,0.031219193791680533
2020-08-11,0.9981630350000001,0.0,0.0,0.0010906608333343115,7.02550500359389e-05
2020-08-12,0.43022484100000025,0.0,0.0,0.036351588899999676,-0.006555629447230316
2020-08-13,-0.18439552300000006,0.0,0.0,0.015879818100000165,0.00034051025557746417
2020-08-14,-0.14515663199999995,0.0,0.0,0.035011986333332246,-0.03408354493827409
2020-08-15,0.055731523000000394,0.0,0.0,0.015021372466667238,-0.00397713391486898
2020-08-16,0.040509503,0.0,0.0,0.02521770176666749,-0.014549003650334402
2020-08-17,0.9091160789999995,0.0,0.0,0.04052558569999931,0.036361402199886594
2020-08-18,0.2675445449999998,0.0,0.0,0.041089398066667115,0.0520940173368839
2020-08-19,1.049345219000001,0.0,0.0,0.06435837466666605,0.14049951070339495
2020-08-20,-1.1093979690000006,0.0,0.0,0.03772681440000003,0.028688332419766982
2020-08-21,0.5420086690000003,0.0,0.0,0.0720216794000006,0.049004224136036556
2020-08-22,-0.780778228,0.0,0.0,0.05877443386666581,-0.014192370354453199
2020-08-23,0.1919477289999998,0.0,0.0,0.05261424723333441,0.004155169871404407
2020-08-24,-0.47923749500000046,0.0,0.0,0.01857797029999997,0.0013498673668526084
2020-08-25,0.48433063000000054,0.0,0.0,0.0545307152000003,-0.003044753724957605
2020-08-26,0.01845037699999974,0.0,0.0,0.04771151090000014,0.002004204521755204
2020-08-27,-0.7869520220000004,0.0,0.0,0.0026548687666654303,-0.00039676269018984467
2020-08-28,-0.26298060799999945,0.0,0.0,0.001248811033333297,-0.0006147293876185289
2020-08-29,-0.1528027329999997,0.0,0.0,-0.004552075099999442,0.0026474402452024703
2020-08-30,0.4140322989999996,0.0,0.0,-0.014795936799999687,-0.0033860502575380202
2020-08-31,-0.26271352499999967,0.0,0.0,-0.010508627033334328,0.002235749943172105
2020-09-01,0.1884131989999993,0.0,1.0,-0.008027315266666335,-0.00010213063372932485
2020-09-02,0.38685286300000055,0.0,0.0,0.028436725433333088,-0.0064631376895608605
2020-09-03,-0.03407063800000021,0.0,0.0,-0.0002110227999994052,-6.581573323094503e-05
2020-09-04,-0.5137009179999996,0.0,0.0,-0.0050187990333343535,0.0015523284718433894
2020-09-05,0.8849545469999995,0.0,0.0,0.05831614173333399,-0.026038300516492696
2020-09-06,0.2922943680000003,0.0,0.0,0.043636179833333344,0.009595218110547421
2020-09-07,-1.219724502,0.0,0.0,0.02301471789999976,-0.02687010256925515
2020-09-08,0.8894761129999997,0.0,0.0,0.04010922863333377,-0.011609280650309195
2020-09-09,-0.4023878639999996,0.0,0.0,0.05696989606666669,-0.08295980689061833
2020-09-10,0.4641778849999998,0.0,0.0,0.039170391066665644,-0.014624827333272084
2020-09-11,0.13835857499999982,0.0,0.0,0.02944151553333363,0.002000185009892408
2020-09-12,0.1743270930000005,0.0,0.0,0.04139893606666689,-0.00017086610358685306
2020-09-13,0.595517684999999,0.0,0.0,0.06608807996666677,0.01955441983584605
2020-09-14,-0.3242692619999996,0.0,0.0,0.05342138713333444,-0.0022944461325361543
2020-09-15,0.9226501430000003,0.0,0.0,0.08282607513333229,0.05323498943405092
2020-09-16,0.19115449599999934,0.0,0.0,0.05889402236666719,0.07659426113201973
2020-09-17,-0.24556018300000026,0.0,0.0,0.041790531433333555,0.04760353187820909
2020-09-18,0.5097714740000008,0.0,0.0,0.02380473993333254,0.048463426146132305
2020-09-19,0.3093351200000001,0.0,0.0,0.07109584290000015,0.09509670017372984
2020-09-20,0.3654306389999995,0.0,0.0,0.06520990856666575,0.10500025042503147
2020-09-21,0.16454453999999963,0.0,0.0,0.09672066750000141,0.10444707447667412
2020-09-22,-0.7053311629999985,0.0,0.0,0.06681137109999913,0.047112785831383786
2020-09-23,0.5359893029999991,0.0,0.0,0.10065226436666652,0.06296938082502912
2020-09-24,0.7828984600000002,0.0,0.0,0.11060452536666787,0.1111962814686267
2020-09-25,-0.4353900399999997,0.0,0.0,0.09547651146666603,0.0675628042417542
2020-09-26,0.7187397499999992,0.0,0.0,0.14566623720000038,0.08182556816057551
2020-09-27,-0.50671629,0.0,0.0,0.13754171446666597,0.025003880925070776
2020-09-28,0.32002774000000045,0.0,0.0,0.1533027302333334,0.021066752381795117
2020-09-29,0.7247688599999993,0.0,0.0,0.16366061560000134,0.06593299394571317
2020-09-30,-0.7916197499999988,0.0,0.0,0.14603040809999968,-0.00630409100735041
2020-10-01,0.25792488999999996,0.0,1.0,0.14834746446666536,0.0008454205476458032
2020-10-02,-0.03144370999999957,0.0,0.0,0.13440424536666562,0.003905358657008584
2020-10-03,0.33003228999999834,0.0,0.0,0.14654100963333505,0.0049520552042598975
2020-10-04,-0.5738766999999996,0.0,0.0,0.14453515023333452,-0.06004780945724009
2020-10-05,0.51239773,0.0,0.0,0.13211658966666562,-0.006719083117564306
2020-10-06,0.15723943000000062,0.0,0.0,0.12761475840000003,0.001585660414499701
2020-10-07,-0.19152829000000082,0.0,0.0,0.16188796546666495,-0.09263171820587379
2020-10-08,0.04135722000000008,0.0,0.0,0.13361733570000212,-0.049601793968164776
2020-10-09,-0.5959761500000003,0.0,0.0,0.12716439283333258,-0.11126160036489852
2020-10-10,0.1469863800000013,0.0,0.0,0.11659134266666626,-0.09260610184309148
2020-10-11,-0.9414850500000007,0.0,0.0,0.0805965551666663,-0.1057589873982423
2020-10-12,0.6288716399999998,0.0,0.0,0.09574804006666682,-0.10881278495322977
2020-10-13,-0.5254725199999992,0.0,0.0,0.058381699899998196,-0.07543846584818925
2020-10-14,-0.10350004000000013,0.0,0.0,0.06574067396666727,-0.11639783278923921
2020-10-15,0.20196709999999918,0.0,0.0,0.041717905866669014,-0.05353133587508141
2020-10-16,-0.03797372999999915,0.0,0.0,0.03408029833333259,-0.04482075640474703
2020-10-17,-0.3240659509999997,0.0,0.0,0.031463439399999515,-0.06006901614574456
2020-10-18,0.39728561099999915,0.0,0.0,0.027713910633334393,-0.03747970533929945
2020-10-19,-0.41150194099999915,0.0,0.0,0.0036860085999990133,-0.005589341810928405
2020-10-20,0.6578785309999997,0.0,0.0,0.013434271666667996,-0.008802292681269086
2020-10-21,-0.8897931329999995,0.0,0.0,-0.021710317433333515,0.02740150562536281
2020-10-22,-0.3545900270000004,0.0,0.0,-0.010018946233333992,0.020683858825600865
2020-10-23,0.1522778589999998,0.0,0.0,-0.022809327699999216,0.03212107145793852
2020-10-24,0.5388334589999992,0.0,0.0,-0.03094482773333418,0.00947872006915429
2020-10-25,0.19547974199999985,0.0,0.0,-0.009915835000001039,0.004509093884758286
2020-10-26,-0.4882214489999992,0.0,0.0,-0.050147874966665285,0.011570193538399387
2020-10-27,1.1384408789999991,0.0,0.0,0.004690697333332494,0.001296260476810529
2020-10-28,-1.025205282,0.0,0.0,-0.0401504034000002,0.00888894549973751
2020-10-29,0.6265784320000005,0.0,0.0,-0.04342341766666635,-0.037264197303152224
2020-10-30,0.09191979999999944,0.0,0.0,-0.013972099333333432,-0.0053772885146882166
2020-10-31,0.09865986000000149,0.0,0.0,-0.01928093366666417,-0.013473406631355211
2020-11-01,-0.10460674000000125,0.0,1.0,-0.02171970133333545,-0.013833343631897366
2020-11-02,-0.06397965000000028,0.0,0.0,-0.03485343266666696,-0.03245659290873382
2020-11-03,-0.7539984749999995,0.0,0.0,-0.04085749183333398,0.0049472139812023475
2020-11-04,0.17986733900000118,0.0,0.0,-0.051941838199999424,-0.029261147583076963
2020-11-05,-0.4091093230000009,0.0,0.0,-0.0708201299666662,-0.0336895559664665
2020-11-06,0.12886860899999952,0.0,0.0,-0.060140233333333626,-0.03450773618537695
2020-11-07,0.553991550000001,0.0,0.0,-0.04305242233333395,-0.059642472569609084
2020-11-08,-0.5820379410000012,0.0,0.0,-0.04258781536666412,-0.009386913444953737
2020-11-09,0.5050823009999998,0.0,0.0,-0.030651284666667777,-0.03434776336500317
2020-11-10,-0.35076005999999893,0.0,0.0,-0.010960451666667481,0.004678862806549222
2020-11-11,0.025537860000000023,0.0,0.0,-0.03107157766666724,-0.014389660230647638
2020-11-12,-1.119031798,0.0,0.0,-0.05085688693333168,0.0732345146502324
2020-11-13,0.46104831299999915,0.0,0.0,-0.032038608499998844,0.026215679676655335
2020-11-14,-0.7847009499999995,0.0,0.0,-0.0649275435000014,0.07847337967844648
2020-11-15,0.7762875050000009,0.0,0.0,-0.037785502333333554,0.01369990437749613
2020-11-16,0.12378413599999938,0.0,0.0,-0.02285716609999966,0.010902488855760173
2020-11-17,0.35485093099999965,0.0,0.0,-0.02427165543333487,-0.005338793707190259
2020-11-18,-0.9261932379999998,0.0,0.0,-0.04142803199999889,0.035775661466129316
2020-11-19,0.007730044000000547,0.0,0.0,-0.0630996482333348,0.012795922788731984
2020-11-20,0.29982311299999864,0.0,0.0,-0.023445773366665534,0.01407704186178138
2020-11-21,0.5919040160000009,0.0,0.0,0.008104028066666658,-0.003204545106485268
2020-11-22,-0.37244367999999994,0.0,0.0,-0.009386689900001244,0.00532936977490317
2020-11-23,1.0523832679999998,0.0,0.0,0.007731637066667574,0.0052996750475216015
2020-11-24,-0.012831079999999773,0.0,0.0,0.0007879430000006238,0.0006447466529607704
2020-11-25,0.7262309400000007,0.0,0.0,0.04126968929999997,0.03891882499417565
2020-11-26,-0.832938630000001,0.0,0.0,-0.024442961000000096,-0.028175703425437848
2020-11-27,0.17759329999999984,0.0,0.0,0.015650325066667747,0.008290080846985015
2020-11-28,-0.3886623139999994,0.0,0.0,-0.018191033133334145,-0.01301821311555651
2020-11-29,0.6495372239999995,0.0,0.0,0.0003962143333335888,0.0005186380987262096
2020-11-30,-0.29883141999999907,0.0,0.0,-0.012853495000001658,-0.015125719118716185
2020-12-01,-0.17755428000000073,0.0,1.0,-0.015285079666664814,-0.015305649555024337
2020-12-02,-0.02350500000000011,0.0,0.0,-0.013935924666668598,-0.013609618644815469
2020-12-03,0.0359520799999995,0.0,0.0,0.01239576050000224,0.004875215475966144
2020-12-04,-0.5010665569999997,0.0,0.0,-0.010302036033333906,-0.0013051541656131649
2020-12-05,0.23989788100000098,0.0,0.0,0.011331537433333594,-0.00014879252576560642
2020-12-06,-0.2101450620000005,0.0,0.0,3.108173333288278e-05,-2.775791893783186e-06
2020-12-07,-0.443217422,0.0,0.0,-0.033209217333331154,-0.0009658229771477567
2020-12-08,-0.35258902500000033,0.0,0.0,-0.025560920133337106,0.017450575760612264
2020-12-09,0.489636968000001,0.0,0.0,-0.026075764566664716,-0.004315203966852144
2020-12-10,-0.4738049230000012,0.0,0.0,-0.030177260000000317,0.013548964406108643
2020-12-11,1.0785823570000002,0.0,0.0,0.004924223233334857,0.002201538234255729
2020-12-12,0.3992521930000006,0.0,0.0,0.05553368959999894,-0.009394782702481286
2020-12-13,-0.2689829200000009,0.0,0.0,0.031199315166666963,-0.0026970661726439804
2020-12-14,1.0796059600000003,0.0,0.0,0.09334287883333303,0.004652058524190705
2020-12-15,-0.35387457000000033,0.0,0.0,0.05567080966666538,0.01471841054917078
2020-12-16,0.5475079000000012,0.0,0.0,0.06979493513333423,0.04629958618336549
2020-12-17,-0.6483314199999999,0.0,0.0,0.03635552343333437,0.012642520184079187
